blocks.thisRepN,blocks.thisTrialN,blocks.thisN,blocks.thisIndex,condsFile,readyMSG,jitter,trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,condition,stimuli_left,stimuli_right,target,correct_answer,textbox.started,session,participant,group,date,expName,psychopyVersion,frameRate,
,,,,,,,,,,,,,,,,10.404368750000003,,,,,,,,
