1.1452 	WARNING 	We strongly recommend you activate the PTB sound engine in PsychoPy prefs as the preferred audio engine. Its timing is vastly superior. Your prefs are currently set to use ['sounddevice', 'PTB', 'pyo', 'pygame'] (in that order).
10.3735 	WARNING 	Couldn't measure a consistent frame rate!
  - Is your graphics card set to sync to vertical blank?
  - Are you running other processes on your computer?

10.3746 	EXP 	Created window1 = Window(allowGUI=True, allowStencil=False, autoLog=True, backendConf=UNKNOWN, bitsMode=UNKNOWN, blendMode='avg', bpc=(8, 8, 8), color=array([0, 0, 0]), colorSpace='rgb', depthBits=8, fullscr=<method-wrapper '__getattribute__' of attributeSetter object at 0x7f7ed422c970>, gamma=None, gammaErrorPolicy='raise', lms=UNKNOWN, monitor=<psychopy.monitors.calibTools.Monitor object at 0x7f7e8d4c2130>, multiSample=False, name='window1', numSamples=2, pos=(920, 480), screen=0, size=array([1600, 1200]), stencilBits=0, stereo=False, units='height', useFBO=True, useRetina=True, viewOri=0.0, viewPos=None, viewScale=None, waitBlanking=True, winType='pyglet')
10.3750 	EXP 	window1: mouseVisible = True
10.3752 	EXP 	window1: mouseVisible = True
10.3752 	EXP 	window1: Attempting to measure frame rate of screen (0) ...
10.3752 	EXP 	window1: recordFrameIntervals = False
10.4693 	EXP 	window1: recordFrameIntervals = True
11.3031 	WARNING 	Couldn't measure a consistent frame rate!
  - Is your graphics card set to sync to vertical blank?
  - Are you running other processes on your computer?

11.3610 	WARNING 	launchHubServer: If using the iohub mouse or eyetracker devices, fullScr should be True.
13.2563 	EXP 	Created left_stimuli = ImageStim(__class__=<class 'psychopy.visual.image.ImageStim'>, anchor=('center', 'center'), autoLog=True, color=array([1, 1, 1]), colorSpace='rgb', contrast=1.0, depth=0.0, flipHoriz=False, flipVert=False, image='sin', interpolate=True, mask=None, maskParams=None, name='left_stimuli', opacity=1.0, ori=0.0, pos=array([-0.3,  0.2]), size=array([0.3, 0.3]), texRes=128, units='height', win=Window(...))
13.2593 	EXP 	Created right_stimuli = ImageStim(__class__=<class 'psychopy.visual.image.ImageStim'>, anchor=('center', 'center'), autoLog=True, color=array([1, 1, 1]), colorSpace='rgb', contrast=1.0, depth=-1.0, flipHoriz=False, flipVert=False, image='sin', interpolate=True, mask=None, maskParams=None, name='right_stimuli', opacity=1.0, ori=0.0, pos=array([0.3, 0.2]), size=array([0.3, 0.3]), texRes=128.0, units='height', win=Window(...))
13.2620 	EXP 	Created target_stim = ImageStim(__class__=<class 'psychopy.visual.image.ImageStim'>, anchor=('center', 'center'), autoLog=True, color=array([1, 1, 1]), colorSpace='rgb', contrast=1.0, depth=-2.0, flipHoriz=False, flipVert=False, image='sin', interpolate=True, mask=None, maskParams=None, name='target_stim', opacity=1.0, ori=0.0, pos=array([ 0. , -0.2]), size=array([0.3, 0.3]), texRes=128.0, units='height', win=Window(...))
13.2637 	EXP 	Created fix_cross = ShapeStim(__class__=<class 'psychopy.visual.shape.ShapeStim'>, anchor=('center', 'center'), autoDraw=False, autoLog=True, closeShape=True, color=method-wrapper(...), colorSpace='rgb', contrast=None, depth=-1.0, fillColor=array([1, 1, 1]), fillColorSpace='rgb', fillRGB=array([1, 1, 1]), interpolate=True, lineColor=array([1, 1, 1]), lineColorSpace='rgb', lineRGB=array([1, 1, 1]), lineWidth=1.0, name='fix_cross', opacity=1.0, ori=0.0, pos=array([0., 0.]), size=array([0.1, 0.1]), units='height', vertices=ndarray(...), win=Window(...), windingRule=None)
13.2707 	EXP 	Imported chooseBlocksA.xlsx as conditions, 9 conditions, 3 params
13.2713 	EXP 	Created sequence: sequential, trialTypes=9, nReps=2, seed=None
13.2715 	EXP 	New trial (rep=0, index=0): {'condsFile': 'shapes.xlsx', 'readyMSG': 'Comparez les formes', 'jitter': 3}
13.2884 	WARNING 	t of last frame was 1985.50ms (=1/0)
13.2884 	EXP 	textbox: autoLog = True
13.2884 	EXP 	textbox: autoDraw = True
15.2788 	EXP 	Imported shapes.xlsx as conditions, 12 conditions, 5 params
15.2796 	EXP 	Created sequence: random, trialTypes=12, nReps=1, seed=None
15.2800 	EXP 	New trial (rep=0, index=0): {'condition': 'shapes', 'stimuli_left': 'circle.png', 'stimuli_right': 'vertical.png', 'target': 'circle.png', 'correct_answer': 1}
15.3000 	WARNING 	t of last frame was 31.26ms (=1/31)
15.3000 	EXP 	textbox: autoDraw = False
15.3000 	EXP 	left_stimuli: image = 'circle.png'
15.3000 	EXP 	right_stimuli: image = 'vertical.png'
15.3000 	EXP 	target_stim: image = 'circle.png'
15.7609 	EXP 	left_stimuli: autoDraw = True
15.7609 	EXP 	right_stimuli: autoDraw = True
15.7609 	EXP 	target_stim: autoDraw = True
19.7541 	EXP 	New trial (rep=0, index=1): {'condition': 'shapes', 'stimuli_left': 'circle.png', 'stimuli_right': 'vertical.png', 'target': 'vertical.png', 'correct_answer': 2}
19.7707 	EXP 	left_stimuli: autoDraw = False
19.7707 	EXP 	right_stimuli: autoDraw = False
19.7707 	EXP 	target_stim: autoDraw = False
19.7707 	EXP 	left_stimuli: autoDraw = False
19.7707 	EXP 	right_stimuli: autoDraw = False
19.7707 	EXP 	target_stim: autoDraw = False
19.7707 	EXP 	left_stimuli: image = 'circle.png'
19.7707 	EXP 	right_stimuli: image = 'vertical.png'
19.7707 	EXP 	target_stim: image = 'vertical.png'
20.2580 	EXP 	left_stimuli: autoDraw = True
20.2580 	EXP 	right_stimuli: autoDraw = True
20.2580 	EXP 	target_stim: autoDraw = True
24.2541 	EXP 	New trial (rep=0, index=2): {'condition': 'shapes', 'stimuli_left': 'circle.png', 'stimuli_right': 'orizontal.png', 'target': 'orizontal.png', 'correct_answer': 2}
24.2724 	WARNING 	t of last frame was 20.08ms (=1/49)
24.2724 	EXP 	left_stimuli: autoDraw = False
24.2724 	EXP 	right_stimuli: autoDraw = False
24.2724 	EXP 	target_stim: autoDraw = False
24.2724 	EXP 	left_stimuli: autoDraw = False
24.2724 	EXP 	right_stimuli: autoDraw = False
24.2724 	EXP 	target_stim: autoDraw = False
24.2724 	EXP 	left_stimuli: image = 'circle.png'
24.2724 	EXP 	right_stimuli: image = 'orizontal.png'
24.2724 	EXP 	target_stim: image = 'orizontal.png'
24.7570 	EXP 	left_stimuli: autoDraw = True
24.7570 	EXP 	right_stimuli: autoDraw = True
24.7570 	EXP 	target_stim: autoDraw = True
28.7413 	EXP 	New trial (rep=0, index=3): {'condition': 'shapes', 'stimuli_left': 'orizontal.png', 'stimuli_right': 'circle.png', 'target': 'circle.png', 'correct_answer': 2}
28.7591 	EXP 	left_stimuli: autoDraw = False
28.7591 	EXP 	right_stimuli: autoDraw = False
28.7591 	EXP 	target_stim: autoDraw = False
28.7591 	EXP 	left_stimuli: autoDraw = False
28.7591 	EXP 	right_stimuli: autoDraw = False
28.7591 	EXP 	target_stim: autoDraw = False
28.7591 	EXP 	left_stimuli: image = 'orizontal.png'
28.7591 	EXP 	right_stimuli: image = 'circle.png'
28.7591 	EXP 	target_stim: image = 'circle.png'
29.2579 	EXP 	left_stimuli: autoDraw = True
29.2579 	EXP 	right_stimuli: autoDraw = True
29.2579 	EXP 	target_stim: autoDraw = True
33.2418 	EXP 	New trial (rep=0, index=4): {'condition': 'shapes', 'stimuli_left': 'orizontal.png', 'stimuli_right': 'circle.png', 'target': 'orizontal.png', 'correct_answer': 1}
33.2573 	EXP 	left_stimuli: autoDraw = False
33.2573 	EXP 	right_stimuli: autoDraw = False
33.2573 	EXP 	target_stim: autoDraw = False
33.2573 	EXP 	left_stimuli: autoDraw = False
33.2573 	EXP 	right_stimuli: autoDraw = False
33.2573 	EXP 	target_stim: autoDraw = False
33.2573 	EXP 	left_stimuli: image = 'orizontal.png'
33.2573 	EXP 	right_stimuli: image = 'circle.png'
33.2573 	EXP 	target_stim: image = 'orizontal.png'
33.7577 	EXP 	left_stimuli: autoDraw = True
33.7577 	EXP 	right_stimuli: autoDraw = True
33.7577 	EXP 	target_stim: autoDraw = True
37.7532 	EXP 	New trial (rep=0, index=5): {'condition': 'shapes', 'stimuli_left': 'vertical.png', 'stimuli_right': 'circle.png', 'target': 'circle.png', 'correct_answer': 2}
37.7699 	EXP 	left_stimuli: autoDraw = False
37.7699 	EXP 	right_stimuli: autoDraw = False
37.7699 	EXP 	target_stim: autoDraw = False
37.7699 	EXP 	left_stimuli: autoDraw = False
37.7699 	EXP 	right_stimuli: autoDraw = False
37.7699 	EXP 	target_stim: autoDraw = False
37.7699 	EXP 	left_stimuli: image = 'vertical.png'
37.7699 	EXP 	right_stimuli: image = 'circle.png'
37.7699 	EXP 	target_stim: image = 'circle.png'
38.2567 	EXP 	left_stimuli: autoDraw = True
38.2567 	EXP 	right_stimuli: autoDraw = True
38.2567 	EXP 	target_stim: autoDraw = True
42.2523 	EXP 	left_stimuli: autoDraw = False
42.2523 	EXP 	right_stimuli: autoDraw = False
42.2523 	EXP 	target_stim: autoDraw = False
42.2523 	EXP 	left_stimuli: autoDraw = False
42.2523 	EXP 	right_stimuli: autoDraw = False
42.2523 	EXP 	target_stim: autoDraw = False
42.2594 	EXP 	fix_cross: autoDraw = True
45.2537 	EXP 	New trial (rep=0, index=1): {'condsFile': 'Angry.xlsx', 'readyMSG': 'Comparez les visages', 'jitter': 6}
45.2758 	WARNING 	t of last frame was 23.08ms (=1/43)
45.2758 	EXP 	fix_cross: autoDraw = False
45.2758 	EXP 	fix_cross: autoDraw = False
45.2758 	EXP 	textbox: autoDraw = True
47.2674 	EXP 	Imported Angry.xlsx as conditions, 6 conditions, 5 params
47.2681 	EXP 	Created sequence: random, trialTypes=6, nReps=1, seed=None
47.2685 	EXP 	New trial (rep=0, index=0): {'condition': 'Angry', 'stimuli_left': 'M17AN.png', 'stimuli_right': 'M11AN.png', 'target': 'M17AN.png', 'correct_answer': 1}
47.3081 	WARNING 	Multiple dropped frames have occurred - I'll stop bothering you about them!
47.3080 	EXP 	textbox: autoDraw = False
47.3080 	EXP 	left_stimuli: image = 'M17AN.png'
47.3080 	EXP 	right_stimuli: image = 'M11AN.png'
47.3080 	EXP 	target_stim: image = 'M17AN.png'
47.7403 	EXP 	left_stimuli: autoDraw = True
47.7403 	EXP 	right_stimuli: autoDraw = True
47.7403 	EXP 	target_stim: autoDraw = True
51.7252 	EXP 	New trial (rep=0, index=1): {'condition': 'Angry', 'stimuli_left': 'F14AN.png', 'stimuli_right': 'F31AN.png', 'target': 'F31AN.png', 'correct_answer': 2}
51.7754 	EXP 	left_stimuli: autoDraw = False
51.7754 	EXP 	right_stimuli: autoDraw = False
51.7754 	EXP 	target_stim: autoDraw = False
51.7754 	EXP 	left_stimuli: autoDraw = False
51.7754 	EXP 	right_stimuli: autoDraw = False
51.7754 	EXP 	target_stim: autoDraw = False
51.7754 	EXP 	left_stimuli: image = 'F14AN.png'
51.7754 	EXP 	right_stimuli: image = 'F31AN.png'
51.7754 	EXP 	target_stim: image = 'F31AN.png'
52.2405 	EXP 	left_stimuli: autoDraw = True
52.2405 	EXP 	right_stimuli: autoDraw = True
52.2405 	EXP 	target_stim: autoDraw = True
56.2251 	EXP 	New trial (rep=0, index=2): {'condition': 'Angry', 'stimuli_left': 'M10AN.png', 'stimuli_right': 'M05AN.png', 'target': 'M05AN.png', 'correct_answer': 2}
56.2736 	EXP 	left_stimuli: autoDraw = False
56.2736 	EXP 	right_stimuli: autoDraw = False
56.2736 	EXP 	target_stim: autoDraw = False
56.2736 	EXP 	left_stimuli: autoDraw = False
56.2736 	EXP 	right_stimuli: autoDraw = False
56.2736 	EXP 	target_stim: autoDraw = False
56.2736 	EXP 	left_stimuli: image = 'M10AN.png'
56.2736 	EXP 	right_stimuli: image = 'M05AN.png'
56.2736 	EXP 	target_stim: image = 'M05AN.png'
56.3878 	DATA 	Keypress: escape
56.9779 	EXP 	window1: mouseVisible = True
