condsFile,readyMSG,jitter,condition,stimuli_left,stimuli_right,target,correct_answer,blocks.thisRepN,blocks.thisTrialN,blocks.thisN,blocks.thisIndex,trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,textbox.started,left_stimuli.started,right_stimuli.started,target_stim.started,key_resp.started,left_stimuli.stopped,right_stimuli.stopped,target_stim.stopped,key_resp.stopped,key_resp.keys,key_resp.corr,fix_cross.started,session,participant,group,date,expName,psychopyVersion,frameRate,
shapes.xlsx,Comparez les formes,3,shapes,circle.png,vertical.png,vertical.png,2,0,0,0,0,0,0,0,5,10.051446624998789,12.50603958299871,12.50603958299871,12.50603958299871,12.50603958299871,16.554411957999037,16.554411957999037,16.554411957999037,16.554411957999037,None,0,,001,,A,2023-04-11_13h03.54.731,blockedTrials,2022.2.5,None,
shapes.xlsx,Comparez les formes,3,shapes,orizontal.png,vertical.png,orizontal.png,1,0,0,0,0,0,1,1,10,,17.000369416999092,17.000369416999092,17.000369416999092,17.000369416999092,21.03896670799986,21.03896670799986,21.03896670799986,21.03896670799986,None,0,,001,,A,2023-04-11_13h03.54.731,blockedTrials,2022.2.5,None,
shapes.xlsx,Comparez les formes,3,shapes,circle.png,vertical.png,circle.png,1,0,0,0,0,0,2,2,4,,21.50119454199921,21.50119454199921,21.50119454199921,21.50119454199921,25.541241416998673,25.541241416998673,25.541241416998673,25.541241416998673,None,0,,001,,A,2023-04-11_13h03.54.731,blockedTrials,2022.2.5,None,
shapes.xlsx,Comparez les formes,3,shapes,orizontal.png,circle.png,orizontal.png,1,0,0,0,0,0,3,3,8,,26.00042533299893,26.00042533299893,26.00042533299893,26.00042533299893,30.03774791700016,30.03774791700016,30.03774791700016,30.03774791700016,None,0,,001,,A,2023-04-11_13h03.54.731,blockedTrials,2022.2.5,None,
shapes.xlsx,Comparez les formes,3,shapes,vertical.png,circle.png,vertical.png,1,0,0,0,0,0,4,4,2,,30.502008999999816,30.502008999999816,30.502008999999816,30.502008999999816,34.53895320799893,34.53895320799893,34.53895320799893,34.53895320799893,None,0,,001,,A,2023-04-11_13h03.54.731,blockedTrials,2022.2.5,None,
shapes.xlsx,Comparez les formes,3,shapes,vertical.png,orizontal.png,orizontal.png,2,0,0,0,0,0,5,5,1,,35.00030720799987,35.00030720799987,35.00030720799987,35.00030720799987,38.99479170799896,38.99479170799896,38.99479170799896,38.99479170799896,None,0,,001,,A,2023-04-11_13h03.54.731,blockedTrials,2022.2.5,None,
,,,,,,,,,,,,,,,,,,,,,,,,,,,39.00380358300026,,,,,,,,
