condsFile,readyMSG,jitter,condition,stimuli_left,stimuli_right,target,correct_answer,blocks.thisRepN,blocks.thisTrialN,blocks.thisN,blocks.thisIndex,trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,textbox.started,left_stimuli.started,right_stimuli.started,target_stim.started,key_resp.started,left_stimuli.stopped,right_stimuli.stopped,target_stim.stopped,key_resp.stopped,key_resp.keys,key_resp.corr,session,participant,group,date,expName,psychopyVersion,frameRate,
shapes.xlsx,Comparez les formes,3,shapes,circle.png,orizontal.png,orizontal.png,2,0,0,0,0,0,0,0,7,9.442541291999987,11.911423084000035,11.911423084000035,11.911423084000035,11.911423084000035,16.02414241700012,16.02414241700012,16.02414241700012,16.02414241700012,None,0,001,,A,2023-04-12_10h20.04.277,blockedTrials,2022.2.5,None,
