blocks.thisRepN,blocks.thisTrialN,blocks.thisN,blocks.thisIndex,condsFile,readyMSG,jitter,textbox.started,session,participant,group,date,expName,psychopyVersion,frameRate,
,,,,,,,12.242257166999934,,,,,,,,
