blocks.thisRepN,blocks.thisTrialN,blocks.thisN,blocks.thisIndex,condsFile,readyMSG,trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,condition,stimuli_left,stimuli_right,target,correct_answer,textbox.started,session,participant,date,expName,psychopyVersion,frameRate,
,,,,,,,,,,,,,,,9.863593792000074,,,,,,,
