blocks.thisRepN,blocks.thisTrialN,blocks.thisN,blocks.thisIndex,condsFile,readyMSG,jitter,trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,condition,stimuli_left,stimuli_right,target,correct_answer,textbox.started,left_stimuli.started,right_stimuli.started,target_stim.started,key_resp.started,session,participant,group,date,expName,psychopyVersion,frameRate,
,,,,,,,,,,,,,,,,9.473967667000124,11.94004341699997,11.94004341699997,11.94004341699997,11.94004341699997,,,,,,,,
