condsFile,readyMSG,jitter,condition,stimuli_left,stimuli_right,target,correct_answer,blocks.thisRepN,blocks.thisTrialN,blocks.thisN,blocks.thisIndex,trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,textbox.started,left_stimuli.started,right_stimuli.started,target_stim.started,key_resp.started,left_stimuli.stopped,right_stimuli.stopped,target_stim.stopped,key_resp.stopped,key_resp.keys,key_resp.corr,key_resp.rt,fix_cross.started,fix_cross.stopped,textbox.stopped,session,participant,group,date,expName,psychopyVersion,frameRate,
shapes.xlsx,Comparez les formes,4,shapes,orizontal.png,circle.png,orizontal.png,1,0,2,2,2,0,2,2,8,,89.58947179100028,89.58947179100028,89.58947179100028,89.58947179100028,93.69215966600018,93.69215966600018,93.69215966600018,93.69215966600018,left,0,1.9200604160002968,,,,001,,C,2023-04-12_10h33.15.545,blockedTrials,2022.2.5,None,
shapes.xlsx,Comparez les formes,4,shapes,circle.png,orizontal.png,orizontal.png,2,0,2,2,2,0,3,3,7,,94.09870266600024,94.09870266600024,94.09870266600024,94.09870266600024,98.1913043750003,98.1913043750003,98.1913043750003,98.1913043750003,right,0,1.4183365829997001,,,,001,,C,2023-04-12_10h33.15.545,blockedTrials,2022.2.5,None,
shapes.xlsx,Comparez les formes,4,shapes,vertical.png,orizontal.png,orizontal.png,2,0,2,2,2,0,4,4,1,,98.58890450000013,98.58890450000013,98.58890450000013,98.58890450000013,102.67737758299995,102.67737758299995,102.67737758299995,102.67737758299995,None,0,,,,,001,,C,2023-04-12_10h33.15.545,blockedTrials,2022.2.5,None,
shapes.xlsx,Comparez les formes,4,shapes,orizontal.png,vertical.png,vertical.png,2,0,2,2,2,0,5,5,11,,103.09876820800014,103.09876820800014,103.09876820800014,103.09876820800014,107.08818933299995,107.08818933299995,107.08818933299995,107.08818933299995,right,0,1.1694354999997358,,,,001,,C,2023-04-12_10h33.15.545,blockedTrials,2022.2.5,None,
Fearful.xlsx,Comparez les visages,4,Fearful,M14AF.png,M25AF.png,M25AF.png,2,0,3,3,3,0,0,0,0,111.0993155829999,113.56601400000022,113.56601400000022,113.56601400000022,113.56601400000022,117.60059354100008,117.60059354100008,117.60059354100008,117.60059354100008,right,0,2.2677200420000645,107.08818933299995,111.0993155829999,,001,,C,2023-04-12_10h33.15.545,blockedTrials,2022.2.5,None,
Fearful.xlsx,Comparez les visages,4,Fearful,F33AF.png,F16AF.png,F16AF.png,2,0,3,3,3,0,1,1,4,,118.0652082500003,118.0652082500003,118.0652082500003,118.0652082500003,122.09390429100017,122.09390429100017,122.09390429100017,122.09390429100017,right,0,1.679657874999748,,,,001,,C,2023-04-12_10h33.15.545,blockedTrials,2022.2.5,None,
Fearful.xlsx,Comparez les visages,4,Fearful,F14AF.png,F28AF.png,F14AF.png,1,0,3,3,3,0,2,2,5,,122.57242416600025,122.57242416600025,122.57242416600025,122.57242416600025,126.61638295800026,126.61638295800026,126.61638295800026,126.61638295800026,left,0,2.84595187500031,,,,001,,C,2023-04-12_10h33.15.545,blockedTrials,2022.2.5,None,
Fearful.xlsx,Comparez les visages,4,Fearful,F22AF.png,F30AF.png,F30AF.png,2,0,3,3,3,0,3,3,1,,127.07354899999996,127.07354899999996,127.07354899999996,127.07354899999996,131.11672991599994,131.11672991599994,131.11672991599994,131.11672991599994,right,0,1.1776600000000599,,,,001,,C,2023-04-12_10h33.15.545,blockedTrials,2022.2.5,None,
Fearful.xlsx,Comparez les visages,4,Fearful,M19AF.png,M31AF.png,M19AF.png,1,0,3,3,3,0,4,4,3,,131.57011916600027,131.57011916600027,131.57011916600027,131.57011916600027,135.5961131659999,135.5961131659999,135.5961131659999,135.5961131659999,None,0,,,,,001,,C,2023-04-12_10h33.15.545,blockedTrials,2022.2.5,None,
Fearful.xlsx,Comparez les visages,4,Fearful,M11AF.png,M17AF.png,M11AF.png,1,0,3,3,3,0,5,5,2,,136.06998450000015,136.06998450000015,136.06998450000015,136.06998450000015,140.06582333300025,140.06582333300025,140.06582333300025,140.06582333300025,left,0,1.9920602910003709,,,,001,,C,2023-04-12_10h33.15.545,blockedTrials,2022.2.5,None,
shapes.xlsx,Comparez les formes,5,shapes,orizontal.png,vertical.png,vertical.png,2,0,4,4,4,0,0,0,11,144.06411341600028,146.54924854100022,146.54924854100022,146.54924854100022,146.54924854100022,150.6504217080003,150.6504217080003,150.6504217080003,150.6504217080003,None,0,,140.06582333300025,144.06411341600028,146.15994129100022,001,,C,2023-04-12_10h33.15.545,blockedTrials,2022.2.5,None,
shapes.xlsx,Comparez les formes,5,shapes,orizontal.png,vertical.png,orizontal.png,1,0,4,4,4,0,1,1,10,,151.04847587500012,151.04847587500012,151.04847587500012,151.04847587500012,155.1470119160001,155.1470119160001,155.1470119160001,155.1470119160001,left,0,3.326154041000109,,,,001,,C,2023-04-12_10h33.15.545,blockedTrials,2022.2.5,None,
shapes.xlsx,Comparez les formes,5,shapes,circle.png,orizontal.png,circle.png,1,0,4,4,4,0,2,2,6,,155.54916070800004,155.54916070800004,155.54916070800004,155.54916070800004,159.64389504099995,159.64389504099995,159.64389504099995,159.64389504099995,left,0,2.422708124999872,,,,001,,C,2023-04-12_10h33.15.545,blockedTrials,2022.2.5,None,
shapes.xlsx,Comparez les formes,5,shapes,vertical.png,orizontal.png,orizontal.png,2,0,4,4,4,0,3,3,1,,160.04850170800023,160.04850170800023,160.04850170800023,160.04850170800023,164.1340143750001,164.1340143750001,164.1340143750001,164.1340143750001,right,0,1.729078791999882,,,,001,,C,2023-04-12_10h33.15.545,blockedTrials,2022.2.5,None,
shapes.xlsx,Comparez les formes,5,shapes,vertical.png,orizontal.png,vertical.png,1,0,4,4,4,0,4,4,0,,164.5492172910001,164.5492172910001,164.5492172910001,164.5492172910001,168.64551987500022,168.64551987500022,168.64551987500022,168.64551987500022,left,0,0.736680374999878,,,,001,,C,2023-04-12_10h33.15.545,blockedTrials,2022.2.5,None,
